species	matrix_row	matrix_column	cluster_family	cluster	hox_number	gene_symbol	gene_id	transcript_id	protein_id	cds_rank	seqname	start	end	strand	phase	source
zebrafish	zebrafish_a	D	D	DA	12	hoxd12a	ENSDARG00000059263	ENSDART00000142842	ENSDARP00000121699	2	9	1982336	1982571	-	2	havana
zebrafish	zebrafish_a	D	D	DA	11	hoxd11a	ENSDARG00000059267	ENSDART00000082344	ENSDARP00000076780	1	9	1977396	1977993	-	0	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	11	hoxd11a	ENSDARG00000059267	ENSDART00000082344	ENSDARP00000076780	2	9	1976303	1976532	-	2	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	10	hoxd10a	ENSDARG00000057859	ENSDART00000080608	ENSDARP00000075055	1	9	1969210	1969933	-	0	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	10	hoxd10a	ENSDARG00000057859	ENSDART00000080608	ENSDARP00000075055	2	9	1968223	1968494	-	2	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	9	hoxd9a	ENSDARG00000059274	ENSDART00000082354	ENSDARP00000076790	1	9	1965090	1965636	-	0	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	9	hoxd9a	ENSDARG00000059274	ENSDART00000082354	ENSDARP00000076790	2	9	1964535	1964773	-	2	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	4	hoxd4a	ENSDARG00000059276	ENSDART00000082355	ENSDARP00000076791	1	9	1950308	1950776	-	0	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	4	hoxd4a	ENSDARG00000059276	ENSDART00000082355	ENSDARP00000076791	2	9	1949617	1949915	-	2	ensembl_havana
zebrafish	zebrafish_a	D	D	DA	3	hoxd3a	ENSDARG00000059280	ENSDART00000082359	ENSDARP00000093704	1	9	1938649	1939090	-	0	ensembl
zebrafish	zebrafish_a	D	D	DA	3	hoxd3a	ENSDARG00000059280	ENSDART00000082359	ENSDARP00000093704	2	9	1937689	1938434	-	2	ensembl
zebrafish	zebrafish_b	A	A	AB	13	hoxa13b	ENSDARG00000036254	ENSDART00000052662	ENSDARP00000052661	1	16	20895953	20896580	+	0	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	13	hoxa13b	ENSDARG00000036254	ENSDART00000052662	ENSDARP00000052661	2	16	20896968	20897206	+	2	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	11	hoxa11b	ENSDARG00000007009	ENSDART00000006043	ENSDARP00000005174	1	16	20904884	20905502	+	0	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	11	hoxa11b	ENSDARG00000007009	ENSDART00000006043	ENSDARP00000005174	2	16	20906250	20906479	+	2	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	10	hoxa10b	ENSDARG00000031337	ENSDART00000046766	ENSDARP00000046765	1	16	20910224	20910938	+	0	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	10	hoxa10b	ENSDARG00000031337	ENSDART00000046766	ENSDARP00000046765	2	16	20912108	20912382	+	2	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	9	hoxa9b	ENSDARG00000056819	ENSDART00000079383	ENSDARP00000073839	1	16	20915441	20915963	+	0	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	9	hoxa9b	ENSDARG00000056819	ENSDART00000079383	ENSDARP00000073839	2	16	20916735	20916970	+	2	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	2	hoxa2b	ENSDARG00000023031	ENSDART00000009827	ENSDARP00000023072	1	16	20927126	20927486	+	0	ensembl_havana
zebrafish	zebrafish_b	A	A	AB	2	hoxa2b	ENSDARG00000023031	ENSDART00000009827	ENSDARP00000023072	2	16	20928084	20928811	+	2	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	8	hoxb8b	ENSDARG00000054025	ENSDART00000076154	ENSDARP00000070632	1	12	27117816	27118239	+	0	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	8	hoxb8b	ENSDARG00000054025	ENSDART00000076154	ENSDARP00000070632	2	12	27119714	27120030	+	2	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	6	hoxb6b	ENSDARG00000026513	ENSDART00000025966	ENSDARP00000010277	1	12	27127184	27127604	+	0	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	6	hoxb6b	ENSDARG00000026513	ENSDART00000025966	ENSDARP00000010277	2	12	27128041	27128291	+	2	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	5	hoxb5b	ENSDARG00000054030	ENSDART00000076161	ENSDARP00000070639	1	12	27129756	27130338	+	0	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	5	hoxb5b	ENSDARG00000054030	ENSDART00000076161	ENSDARP00000070639	2	12	27130790	27131034	+	2	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	1	hoxb1b	ENSDARG00000054033	ENSDART00000136415	ENSDARP00000122259	1	12	27141748	27142102	+	0	ensembl_havana
zebrafish	zebrafish_b	B	B	BB	1	hoxb1b	ENSDARG00000054033	ENSDART00000136415	ENSDARP00000122259	2	12	27142192	27142523	+	2	ensembl_havana
zebrafish	zebrafish_b	C	C	CB	13	hoxc13b	ENSDARG00000113877	ENSDART00000182896	ENSDARP00000147440	1	11	2156430	2156988	+	0	ensembl
zebrafish	zebrafish_b	C	C	CB	13	hoxc13b	ENSDARG00000113877	ENSDART00000182896	ENSDARP00000147440	2	11	2158645	2158904	+	2	ensembl
zebrafish	zebrafish_b	C	C	CB	12	hoxc12b	ENSDARG00000103133	ENSDART00000170593	ENSDARP00000132869	1	11	2172335	2172947	+	0	ensembl
zebrafish	zebrafish_b	C	C	CB	12	hoxc12b	ENSDARG00000103133	ENSDART00000170593	ENSDARP00000132869	2	11	2173221	2173456	+	2	ensembl
zebrafish	zebrafish_b	C	C	CB	11	hoxc11b	ENSDARG00000102631	ENSDART00000186854	ENSDARP00000156809	1	11	2180072	2180759	+	0	ensembl
zebrafish	zebrafish_b	C	C	CB	11	hoxc11b	ENSDARG00000102631	ENSDART00000186854	ENSDARP00000156809	2	11	2181491	2181720	+	2	ensembl
zebrafish	zebrafish_b	C	C	CB	6	hoxc6b	ENSDARG00000101954	ENSDART00000160515	ENSDARP00000134791	1	11	2203082	2203421	+	0	ensembl
zebrafish	zebrafish_b	C	C	CB	6	hoxc6b	ENSDARG00000101954	ENSDART00000160515	ENSDARP00000134791	2	11	2203852	2204150	+	2	ensembl
amphioxus	amphioxus	A	ancestral	ancestral	15	Hox15	BL12289	BL12289_cuf1	BL12289_cuf1	1	Sc0000000	1808573	1809149	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	15	Hox15	BL12289	BL12289_cuf1	BL12289_cuf1	2	Sc0000000	1807857	1808143	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	14	Hox14	BL01409	BL01409_evm0	BL01409_evm0	1	Sc0000000	1816707	1816977	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	14	Hox14	BL01409	BL01409_evm0	BL01409_evm0	2	Sc0000000	1815967	1816307	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	12	Hox12	BL14546	BL14546_evm1	BL14546_evm1	1	Sc0000000	1925045	1925127	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	12	Hox12	BL14546	BL14546_evm1	BL14546_evm1	2	Sc0000000	1879312	1879387	-	1	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	11	Hox11	BL11265	BL11265_evm0	BL11265_evm0	1	Sc0000000	1932853	1933462	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	11	Hox11	BL11265	BL11265_evm0	BL11265_evm0	2	Sc0000000	1930281	1930461	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	10	Hox10	BL01497	BL01497_evm0	BL01497_evm0	1	Sc0000000	1941317	1941701	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	10	Hox10	BL01497	BL01497_evm0	BL01497_evm0	2	Sc0000000	1940648	1940943	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	9	Hox9	BL02690	BL02690_evm0	BL02690_evm0	1	Sc0000000	1981580	1982042	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	9	Hox9	BL02690	BL02690_evm0	BL02690_evm0	2	Sc0000000	1979966	1980210	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	8	Hox8	BL01142	BL01142_evm0	BL01142_evm0	1	Sc0000000	2001328	2001682	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	8	Hox8	BL01142	BL01142_evm0	BL01142_evm0	2	Sc0000000	1999279	1999541	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	7	Hox7	BL02747	BL02747_evm1	BL02747_evm1	1	Sc0000000	2088105	2088187	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	7	Hox7	BL02747	BL02747_evm1	BL02747_evm1	2	Sc0000000	2066080	2066150	-	1	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	7	Hox7	BL02747	BL02747_evm1	BL02747_evm1	3	Sc0000000	2035776	2035837	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	6	Hox6	BL02721	BL02721_evm0	BL02721_evm0	1	Sc0000000	2107274	2108002	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	5	Hox5	BL22794	BL22794_evm0	BL22794_evm0	1	Sc0000000	2147321	2147852	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	5	Hox5	BL22794	BL22794_evm0	BL22794_evm0	2	Sc0000000	2145242	2145402	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	5	Hox5	BL22794	BL22794_evm0	BL22794_evm0	3	Sc0000000	2145145	2145159	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	4	Hox4	BL01764	BL01764_evm0	BL01764_evm0	1	Sc0000000	2162750	2162957	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	4	Hox4	BL01764	BL01764_evm0	BL01764_evm0	2	Sc0000000	2161411	2161550	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	4	Hox4	BL01764	BL01764_evm0	BL01764_evm0	3	Sc0000000	2159526	2159657	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	3	Hox3	BL11259	BL11259_evm0	BL11259_evm0	1	Sc0000000	2171788	2172244	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	3	Hox3	BL11259	BL11259_evm0	BL11259_evm0	2	Sc0000000	2169415	2169641	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	2	Hox2	BL11262	BL11262_cuf5	BL11262_cuf5	1	Sc0000000	2222658	2223069	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	2	Hox2	BL11262	BL11262_cuf5	BL11262_cuf5	2	Sc0000000	2220644	2220927	-	2	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	1	Hox1	BL06042	BL06042_cuf1	BL06042_cuf1	1	Sc0000000	2305389	2305914	-	0	Ensembl
amphioxus	amphioxus	A	ancestral	ancestral	1	Hox1	BL06042	BL06042_cuf1	BL06042_cuf1	2	Sc0000000	2302444	2302754	-	2	Ensembl
