species	species_row	display_name	scientific_name	assembly	assembly_accession	source_database	release	matrix_row	matrix_column	cluster_column	cluster_family	cluster	cluster_name	hox_number	hox_slot	hox_slot_label	slot	gene_symbol	gene_id	gene_version	gene_stable_id_version	gene_source	gene_biotype	seqname	gene_start	gene_end	strand	transcript_id	transcript_version	transcript_stable_id_version	transcript_name	transcript_source	transcript_biotype	transcript_start	transcript_end	transcript_span_bp	protein_id	protein_version	protein_stable_id_version	cds_piece_count	cds_length_bp	initiation_codon_center	coding_midpoint	stop_codon_center	genomic_x_start	genomic_x_middle	genomic_x_end	x	initiation_anchor_source	stop_anchor_source	initiation_anchor_fallback	stop_anchor_fallback	any_anchor_fallback	coding_transcript_candidate_count	protein_coding_transcript_count	eligible_safe_protein_coding_transcript_count	curated_transcript_exclusion_applied	unsafe_merged_transcript_exclusion_applied	excluded_transcript_count	excluded_transcript_ids	excluded_protein_ids	excluded_transcript_assessments	excluded_transcript_reason	selected_is_ensembl_canonical	transcript_selection_rule	codon_anchor_rule	midpoint_rule	mapping_method	mapping_note	xref_conflict_flag	xref_conflict_note	source_url	source_file	source_sha256
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	C	C	C	C	C	12	4	Hox12	Hox12	HOXC12	ENSGALG00010025552	1	ENSGALG00010025552.1	ensembl	protein_coding	34	894619	896519	-	ENSGALT00010062330	1	ENSGALT00010062330.1	HOXC12-201	ensembl	protein_coding	894619	896519	1901	ENSGALP00010038529	1	ENSGALP00010038529.1	2	801	896467	895626	894785	896467	895626	894785	895626	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	C	C	C	C	C	11	5	Hox11	Hox11	HOXC11	ENSGALG00010025719	1	ENSGALG00010025719.1	ensembl	protein_coding	34	872764	876520	-	ENSGALT00010062760	1	ENSGALT00010062760.1	HOXC11-201	ensembl	protein_coding	872764	876520	3757	ENSGALP00010038788	1	ENSGALP00010038788.1	2	900	876143	875024.5	873906	876143	875024.5	873906	875024.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	C	C	C	C	C	10	6	Hox10	Hox10	HOXC10	ENSGALG00010025964	1	ENSGALG00010025964.1	ensembl	protein_coding	34	858026	862817	-	ENSGALT00010063303	1	ENSGALT00010063303.1	HOXC10-201	ensembl	protein_coding	858026	862817	4792	ENSGALP00010039076	1	ENSGALP00010039076.1	2	1062	862758	860747	858736	862758	860747	858736	860747	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	C	C	C	C	C	9	7	Hox9	Hox9	HOXC9	ENSGALG00010025958	1	ENSGALG00010025958.1	ensembl	protein_coding	34	844446	847613	-	ENSGALT00010063289	1	ENSGALT00010063289.1	HOXC9-201	ensembl	protein_coding	844446	847613	3168	ENSGALP00010039067	1	ENSGALP00010039067.1	2	786	847376	845958	844540	847376	845958	844540	845958	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	C	C	C	C	C	8	8	Hox8	Hox8	HOXC8	ENSGALG00010025708	1	ENSGALG00010025708.1	ensembl	protein_coding	34	833220	836368	-	ENSGALT00010062742	1	ENSGALT00010062742.1	HOXC8-201	ensembl	protein_coding	833220	836368	3149	ENSGALP00010038783	1	ENSGALP00010038783.1	3	726	835898	834559.5	833221	835898	834559.5	833221	834559.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	13	3	Hox13	Hox13	HOXD13	ENSGALG00010024790	1	ENSGALG00010024790.1	ensembl	protein_coding	7	15947381	15949933	-	ENSGALT00010060513	1	ENSGALT00010060513.1	HOXD13-201	ensembl	protein_coding	15947381	15949933	2553	ENSGALP00010037272	1	ENSGALP00010037272.1	2	909	15949922	15949177.5	15948433	15949922	15949177.5	15948433	15949177.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	12	4	Hox12	Hox12	HOXD12	ENSGALG00010024782	1	ENSGALG00010024782.1	ensembl	protein_coding	7	15941698	15943367	-	ENSGALT00010060498	1	ENSGALT00010060498.1	HOXD12-201	ensembl	protein_coding	15941698	15943367	1670	ENSGALP00010037256	1	ENSGALP00010037256.1	2	798	15943291	15942756.5	15942222	15943291	15942756.5	15942222	15942756.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	11	5	Hox11	Hox11	HOXD11	ENSGALG00010024780	1	ENSGALG00010024780.1	ensembl	protein_coding	7	15934443	15936738	-	ENSGALT00010060493	1	ENSGALT00010060493.1	HOXD11-201	ensembl	protein_coding	15934443	15936738	2296	ENSGALP00010037252	1	ENSGALP00010037252.1	2	837	15936485	15935765.5	15935046	15936485	15935765.5	15935046	15935765.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	10	6	Hox10	Hox10	HOXD10	ENSGALG00010026746	1	ENSGALG00010026746.1	ensembl	protein_coding	7	15922631	15927519	-	ENSGALT00010064884	1	ENSGALT00010064884.1	HOXD10-201	ensembl	protein_coding	15922631	15927501	4871	ENSGALP00010039649	1	ENSGALP00010039649.1	2	963	15927446	15925108.5	15922771	15927446	15925108.5	15922771	15925108.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	9	7	Hox9	Hox9	HOXD9	ENSGALG00010024763	1	ENSGALG00010024763.1	ensembl	protein_coding	7	15919168	15921430	-	ENSGALT00010060450	1	ENSGALT00010060450.1	HOXD9-201	ensembl	protein_coding	15919168	15921430	2263	ENSGALP00010037208	1	ENSGALP00010037208.1	2	897	15921257	15920610	15919963	15921257	15920610	15919963	15920610	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	8	8	Hox8	Hox8	HOXD8	ENSGALG00010024753	1	ENSGALG00010024753.1	ensembl	protein_coding	7	15913086	15916284	-	ENSGALT00010060426	1	ENSGALT00010060426.1	HOXD8-203	ensembl	protein_coding	15913570	15916284	2715	ENSGALP00010037185	1	ENSGALP00010037185.1	3	546	15916084	15915086	15914088	15916084	15915086	15914088	15915086	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	4	12	Hox4	Hox4	HOXD4	ENSGALG00010024746	1	ENSGALG00010024746.1	ensembl	protein_coding	7	15898314	15900370	-	ENSGALT00010060408	1	ENSGALT00010060408.1	HOXD4-201	ensembl	protein_coding	15898314	15900370	2057	ENSGALP00010037167	1	ENSGALP00010037167.1	2	711	15900262	15899757.5	15899253	15900262	15899757.5	15899253	15899757.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	D	D	D	D	D	3	13	Hox3	Hox3	HOXD3	ENSGALG00010024724	1	ENSGALG00010024724.1	ensembl	protein_coding	7	15883210	15895207	-	ENSGALT00010060354	1	ENSGALT00010060354.1	HOXD3-201	ensembl	protein_coding	15883210	15895207	11998	ENSGALP00010037113	1	ENSGALP00010037113.1	2	1239	15886558	15885778.5	15884999	15886558	15885778.5	15884999	15885778.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	13	3	Hox13	Hox13	hoxa13b	ENSLOCG00000011842	1	ENSLOCG00000011842.1	ensembl	protein_coding	LG11	41166417	41168881	-	ENSLOCT00000014591	1	ENSLOCT00000014591.1		ensembl	protein_coding	41166417	41168881	2465	ENSLOCP00000014562	1	ENSLOCP00000014562.1	2	885	41168643	41167990.5	41167338	41168643	41167990.5	41167338	41167990.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	manual_Ensembl_xref_and_cluster_collinearity	Ensembl external xref hoxa13b; collinear HoxA13 position.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	11	5	Hox11	Hox11	hoxa11a	ENSLOCG00000011836	1	ENSLOCG00000011836.1	ensembl	protein_coding	LG11	41151168	41152969	-	ENSLOCT00000014583	1	ENSLOCT00000014583.1	hoxa11a-201	ensembl	protein_coding	41151168	41152969	1802	ENSLOCP00000014554	1	ENSLOCP00000014554.1	2	843	41152968	41152068.5	41151169	41152968	41152068.5	41151169	41152068.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	10	6	Hox10	Hox10	hoxa10b	ENSLOCG00000011830	1	ENSLOCG00000011830.1	ensembl	protein_coding	LG11	41143480	41145435	-	ENSLOCT00000014576	1	ENSLOCT00000014576.1		ensembl	protein_coding	41143480	41145435	1956	ENSLOCP00000014547	1	ENSLOCP00000014547.1	2	1047	41145434	41144457.5	41143481	41145434	41144457.5	41143481	41144457.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	manual_Ensembl_xref_and_cluster_collinearity	Ensembl external xref hoxa10b; collinear HoxA10 position.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	5	11	Hox5	Hox5	hoxa5a	ENSLOCG00000011819	1	ENSLOCG00000011819.1	ensembl	protein_coding	LG11	41120388	41121964	-	ENSLOCT00000014559	1	ENSLOCT00000014559.1	hoxa5a-201	ensembl	protein_coding	41120388	41121964	1577	ENSLOCP00000014530	1	ENSLOCP00000014530.1	2	813	41121963	41121176	41120389	41121963	41121176	41120389	41121176	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	3	13	Hox3	Hox3	hoxa3a	ENSLOCG00000011801	1	ENSLOCG00000011801.1	ensembl	protein_coding	LG11	41086086	41111387	-	ENSLOCT00000014553	1	ENSLOCT00000014553.1	hoxa3a-202	ensembl	protein_coding	41092359	41099937	7579	ENSLOCP00000014524	1	ENSLOCP00000014524.1	2	1281	41095714	41094037	41092360	41095714	41094037	41092360	41094037	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	2	1	TRUE	TRUE	1	ENSLOCT00000014539	ENSLOCP00000014510	unsafe_merged_three_homeodomain_transcript_not_assigned	856-aa, 11-CDS merged prediction with HoxA4-, HoxA3-, and HoxA2-like homeodomains; exclude before selecting the coherent HoxA3 isoform.	FALSE	exclude_curated_unsafe_merged_transcripts_then_greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	TRUE	Ensembl gene/transcript, ZFIN, RefSeq, cluster position, and a Hox3-like homeodomain support HoxA3a; UniProt/TrEMBL W5N1L5.67 conflicts by labelling the same translation Homeobox A4a.	https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	A	A	A	A	A	1	15	Hox1	Hox1	hoxa1a	ENSLOCG00000011798	1	ENSLOCG00000011798.1	ensembl	protein_coding	LG11	41080532	41081825	-	ENSLOCT00000014534	1	ENSLOCT00000014534.1	hoxa1a-201	ensembl	protein_coding	41080532	41081825	1294	ENSLOCP00000014505	1	ENSLOCP00000014505.1	2	969	41081824	41081178.5	41080533	41081824	41081178.5	41080533	41081178.5	terminal_CDS_positional_proxy	terminal_CDS_positional_proxy	TRUE	TRUE	TRUE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	B	B	B	B	B	13	3	Hox13	Hox13	hoxb13a	ENSLOCG00000013457	1	ENSLOCG00000013457.1	ensembl	protein_coding	LG15	9277894	9279916	-	ENSLOCT00000016621	1	ENSLOCT00000016621.1	hoxb13a-201	ensembl	protein_coding	9277894	9279916	2023	ENSLOCP00000016590	1	ENSLOCP00000016590.1	2	921	9279777	9279075	9278373	9279777	9279075	9278373	9279075	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
gar	gar	Spotted gar	Lepisosteus oculatus	LepOcu1	GCA_000242695.1	Ensembl	116	gar	B	B	B	B	B	10	6	Hox10	Hox10	hoxb10a	ENSLOCG00000013455	1	ENSLOCG00000013455.1	ensembl	protein_coding	LG15	9246274	9251554	-	ENSLOCT00000016617	1	ENSLOCT00000016617.1	hoxb10a-201	ensembl	protein_coding	9246274	9251554	5281	ENSLOCP00000016587	1	ENSLOCP00000016587.1	2	906	9250526	9249033	9247540	9250526	9249033	9247540	9249033	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/lepisosteus_oculatus/Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	Lepisosteus_oculatus.LepOcu1.116.chr.gtf.gz	892b4366b849d2f79851dc92344d65a14e7440700da3ecebc90c14097002013b
